timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,user,length
103289763,103289837,74,85,106,109,103289946,103290012,66,49,103,129,103290141,103290204,63,115,93,160,103290364,103290437,73,81,116,37,pin-length-4
103291116,103291188,72,80,57,111,103291299,103291380,81,106,85,100,103291480,103291563,83,131,71,159,103291722,103291779,57,64,146,37,pin-length-4
103260022,103260094,72,76,114,218,103260312,103260394,82,109,82,320,103260714,103260795,81,124,93,771,103261566,103261628,62,107,119,37,pin-length-4
103292465,103292530,65,90,92,110,103292640,103292713,73,58,114,127,103292840,103292897,57,108,81,158,103293055,103293104,49,80,83,37,pin-length-4
345824945,345825035,90,123,79,143,345825178,345825261,83,130,68,167,345825428,345825511,83,121,82,151,345825662,345825761,99,89,101,37,pin-length-4
345826512,345826578,66,110,91,193,345826771,345826853,82,113,121,193,345827046,345827120,74,140,77,170,345827290,345827370,80,106,114,37,pin-length-4
345828171,345828220,49,106,107,217,345828437,345828512,75,103,91,209,345828721,345828787,66,117,95,192,345828979,345829079,100,107,112,37,pin-length-4
345829979,345830063,84,110,82,158,345830221,345830312,91,110,101,176,345830488,345830579,91,118,87,193,345830772,345830854,82,98,101,37,pin-length-4
345831690,345831771,81,99,93,201,345831972,345832054,82,99,121,201,345832255,345832321,66,119,104,184,345832505,345832605,100,109,109,37,pin-length-4
103263524,103263604,80,107,83,577,103264181,103264245,64,88,93,294,103264539,103264638,99,139,108,217,103264855,103264929,74,171,103,37,pin-length-4
103265722,103265813,91,108,78,126,103265939,103266013,74,82,101,136,103266149,103266221,72,108,114,176,103266397,103266455,58,115,117,37,pin-length-4
103267149,103267205,56,101,114,126,103267331,103267413,82,112,87,142,103267555,103267630,75,159,82,185,103267815,103267880,65,84,109,37,pin-length-4
103270781,103270873,92,105,91,92,103270965,103271048,83,80,119,159,103271207,103271281,74,84,68,184,103271465,103271531,66,154,98,37,pin-length-4
103272533,103272598,65,75,75,93,103272691,103272765,74,99,96,152,103272917,103272990,73,130,67,185,103273175,103273232,57,61,87,37,pin-length-4
103273958,103274041,83,94,91,134,103274175,103274241,66,101,80,150,103274391,103274448,57,99,108,202,103274650,103274715,65,76,118,37,pin-length-4
103275470,103275532,62,100,87,143,103275675,103275760,85,107,59,148,103275908,103275983,75,142,59,192,103276175,103276249,74,51,102,37,pin-length-4
26678631,26678741,110,140,140,452,26679193,26679304,111,220,201,1023,26680327,26680417,90,177,129,246,26680663,26680745,82,169,102,39,pin-length-4
26735914,26736060,146,71,168,149,26736209,26736341,132,173,184,138,26736479,26736562,83,118,92,159,26736721,26736779,58,215,111,39,pin-length-4
26737732,26737859,127,186,88,217,26738076,26738201,125,175,150,117,26738318,26738402,84,157,168,150,26738552,26738611,59,237,164,39,pin-length-4
26740025,26740192,167,134,69,164,26740356,26740465,109,165,150,121,26740586,26740675,89,104,159,126,26740801,26740903,102,156,205,39,pin-length-4
26741587,26741731,144,174,43,162,26741893,26742026,133,143,140,122,26742148,26742233,85,106,158,128,26742361,26742456,95,168,176,39,pin-length-4
26743153,26743294,141,218,84,92,26743386,26743520,134,132,157,156,26743676,26743772,96,157,124,150,26743922,26744008,86,96,174,39,pin-length-4
26744639,26744782,143,178,72,164,26744946,26745055,109,122,117,129,26745184,26745232,48,91,132,170,26745402,26745475,73,133,161,39,pin-length-4
26746117,26746248,131,167,84,131,26746379,26746499,120,110,162,144,26746643,26746738,95,96,193,108,26746846,26746921,75,134,203,39,pin-length-4
26747482,26747636,154,199,103,112,26747748,26747868,120,104,200,95,26747963,26748054,91,165,136,100,26748154,26748240,86,130,174,39,pin-length-4
26748889,26749031,142,161,78,230,26749261,26749357,96,165,131,120,26749477,26749579,102,177,96,154,26749733,26749822,89,172,131,39,pin-length-4
26750522,26750667,145,170,88,78,26750745,26750869,124,127,162,99,26750968,26751043,75,136,112,124,26751167,26751243,76,184,158,39,pin-length-4
26683751,26683868,117,177,137,437,26684305,26684417,112,169,177,278,26684695,26684784,89,138,79,196,26684980,26685052,72,164,124,39,pin-length-4
26757160,26757310,150,214,123,74,26757384,26757489,105,137,135,141,26757630,26757729,99,92,161,131,26757860,26757920,60,116,164,39,pin-length-4
201215271,201215414,143,113,148,182,201215596,201215720,124,182,187,130,201215850,201215963,113,172,159,116,201216079,201216193,114,129,207,39,pin-length-4
201218205,201218330,125,125,135,137,201218467,201218585,118,184,142,138,201218723,201218834,111,119,143,31,201218865,201218983,118,146,179,39,pin-length-4
201220934,201221054,120,127,103,617,201221671,201221799,128,125,164,193,201221992,201222104,112,155,102,60,201222164,201222271,107,88,156,39,pin-length-4
201223481,201223610,129,191,88,204,201223814,201223928,114,172,197,116,201224044,201224138,94,129,123,12,201224150,201224253,103,79,169,39,pin-length-4
201225610,201225750,140,126,125,88,201225838,201225961,123,169,205,134,201226095,201226188,93,116,143,43,201226231,201226325,94,136,142,39,pin-length-4
26690741,26690852,111,182,129,562,26691414,26691520,106,171,160,313,26691833,26691925,92,154,149,129,26692054,26692148,94,184,119,39,pin-length-4
26698462,26698558,96,178,158,285,26698843,26698944,101,69,83,224,26699168,26699213,45,147,124,139,26699352,26699429,77,218,136,39,pin-length-4
26700263,26700399,136,167,145,26,26700425,26700570,145,213,177,111,26700681,26700765,84,121,158,127,26700892,26700975,83,103,211,39,pin-length-4
26701728,26701839,111,142,135,92,26701931,26702023,92,149,157,92,26702115,26702219,104,190,216,145,26702364,26702447,83,194,186,39,pin-length-4
26706221,26706315,94,164,166,308,26706623,26706715,92,147,131,161,26706876,26706957,81,64,151,140,26707097,26707173,76,126,80,39,pin-length-4
26707468,26707566,98,139,89,343,26707909,26707998,89,68,178,168,26708166,26708247,81,130,149,121,26708368,26708450,82,199,109,39,pin-length-4
26708982,26709039,57,170,27,25056,26734095,26734192,97,145,198,512,26734704,26734762,58,76,158,139,26734901,26734952,51,191,128,39,pin-length-4
495173694,495173786,92,133.776138305664,112.553833007813,172,495173958,495174032,74,106.801116943359,77.4721069335938,1006,495175038,495175109,71,124.484741210938,99.460693359375,140,495175249,495175313,64,99.5078735351563,98.5611572265625,41,pin-length-4
504263607,504263734,127,58.8455200195313,152.533020019531,470,504264204,504264306,102,100.806655883789,105.45751953125,64,504264370,504264444,74,132.477355957031,106.45703125,128,504264572,504264635,63,106.501403808594,135.541870117188,41,pin-length-4
504275198,504275289,91,70.8344116210938,122.548645019531,107,504275396,504275480,84,109.79833984375,151.43359375,86,504275566,504275661,95,131.478271484375,125.447143554688,128,504275789,504275874,85,116.492126464844,131.5439453125,41,pin-length-4
504277226,504277327,101,75.8297882080078,136.541381835938,129,504277456,504277551,95,82.8233184814453,118.450805664063,53,504277604,504277699,95,99.5078735351563,137.44091796875,149,504277848,504277922,74,122.486572265625,130.544494628906,41,pin-length-4
504278826,504278930,104,76.828857421875,149.534606933594,107,504279037,504279120,83,94.8122100830078,79.4710693359375,34,504279154,504279248,94,134.475463867188,103.458618164063,119,504279367,504279439,72,114.494018554688,108.555969238281,41,pin-length-4
504283848,504283962,114,70.8344116210938,141.538757324219,96,504284058,504284152,94,89.8168334960937,88.4664306640625,33,504284185,504284280,95,134.475463867188,77.4721069335938,118,504284398,504284471,73,106.501403808594,111.554382324219,41,pin-length-4
504285515,504285617,102,49.8538360595703,118.550720214844,108,504285725,504285819,94,78.8270111083984,101.459594726563,54,504285873,504285968,95,111.496765136719,113.453369140625,117,504286085,504286159,74,119.489379882813,125.547119140625,41,pin-length-4
504286947,504287041,94,73.8316345214844,147.53564453125,117,504287158,504287254,96,71.83349609375,132.443481445313,43,504287297,504287392,95,115.493041992188,128.445556640625,128,504287520,504287582,62,100.506958007813,133.542907714844,41,pin-length-4
504288639,504288752,113,73.8316345214844,132.54345703125,106,504288858,504288953,95,95.811279296875,105.45751953125,44,504288997,504289080,83,129.480102539063,103.458618164063,108,504289188,504289273,85,114.494018554688,113.553344726563,41,pin-length-4
504290009,504290099,90,70.8344116210938,146.5361328125,87,504290186,504290282,96,105.802032470703,117.451293945313,10,504290292,504290376,84,147.463439941406,103.458618164063,118,504290494,504290567,73,86.5198974609375,146.5361328125,41,pin-length-4
504291473,504291554,81,81.8242340087891,150.534057617188,87,504291641,504291746,105,67.8371887207031,110.454956054688,32,504291778,504291863,85,122.486572265625,115.452392578125,363,504292226,504292287,61,141.468994140625,139.539794921875,41,pin-length-4
495181551,495181642,91,104.802963256836,108.555969238281,150,495181792,495181855,63,105.802032470703,103.458618164063,150,495182005,495182100,95,60.5439453125,115.452392578125,140,495182240,495182325,85,147.463439941406,116.5517578125,41,pin-length-4
504293139,504293232,93,83.8223876953125,163.527282714844,107,504293339,504293423,84,66.8381195068359,122.44873046875,11,504293434,504293529,95,154.456970214844,116.451782226563,97,504293626,504293688,62,106.501403808594,136.541381835938,41,pin-length-4
586917657,586917749,92,64.8399658203125,159.529418945313,110,586917859,586917952,93,84.8214569091797,106.45703125,76,586918028,586918134,106,126.48291015625,72.4747314453125,119,586918253,586918316,63,89.51708984375,117.55126953125,41,pin-length-4
586919035,586919151,116,55.8482971191406,123.548156738281,117,586919268,586919343,75,91.8149871826172,135.44189453125,43,586919386,586919460,74,125.483825683594,86.4674682617187,120,586919580,586919653,73,109.498596191406,117.55126953125,41,pin-length-4
586949930,586950009,79,72.8325653076172,160.528869628906,110,586950119,586950214,95,70.8344116210938,105.45751953125,42,586950256,586950341,85,147.463439941406,65.4783935546875,119,586950460,586950522,62,129.480102539063,120.549682617188,41,pin-length-4
586993129,586993233,104,70.8344116210938,171.523132324219,108,586993341,586993415,74,43.8593902587891,144.437255859375,215,586993630,586993694,64,116.492126464844,86.4674682617187,118,586993812,586993897,85,125.483825683594,147.53564453125,41,pin-length-4
587009106,587009218,112,40.8621673583984,107.556457519531,451,587009669,587009784,115,49.8538360595703,101.459594726563,338,587010122,587010178,56,122.486572265625,125.447143554688,346,587010524,587010596,72,127.48193359375,132.54345703125,41,pin-length-4
495204544,495204644,100,105.802032470703,109.555419921875,150,495204794,495204869,75,99.8075866699219,40.4913940429688,271,495205140,495205209,69,115.493041992188,93.4637451171875,161,495205370,495205446,76,119.489379882813,116.5517578125,41,pin-length-4
495209980,495210062,82,106.801116943359,99.5606079101563,131,495210193,495210286,93,160.751159667969,73.4741821289063,140,495210426,495210499,73,140.469909667969,53.484619140625,130,495210629,495210703,74,130.479187011719,109.555419921875,41,pin-length-4
495214225,495214338,113,132.777053833008,94.563232421875,140,495214478,495214563,85,102.804809570313,62.4799194335938,171,495214734,495214797,63,92.5143432617188,152.43310546875,161,495214958,495215022,64,157.454223632813,121.549194335938,41,pin-length-4
495229187,495229271,84,127.781677246094,122.548645019531,140,495229411,495229474,63,120.788162231445,97.461669921875,182,495229656,495229720,64,110.497680664063,122.44873046875,150,495229870,495229933,63,132.477355957031,112.553833007813,41,pin-length-4
495231690,495231769,79,86.8196105957031,145.536682128906,152,495231921,495231985,64,125.783538818359,101.459594726563,149,495232134,495232196,62,126.48291015625,141.438842773438,151,495232347,495232399,52,129.480102539063,121.549194335938,41,pin-length-4
495233426,495233499,73,114.793716430664,103.558532714844,150,495233649,495233701,52,126.782608032227,78.4716186523437,193,495233894,495233946,52,150.460693359375,142.438232421875,151,495234097,495234150,53,147.463439941406,147.53564453125,41,pin-length-4
496771096,496771210,114,142.767807006836,122.548645019531,149,496771359,496771446,87,91.8149871826172,81.4700317382813,323,496771769,496771849,80,53.5504150390625,117.451293945313,162,496772011,496772096,85,93.513427734375,132.54345703125,41,pin-length-4
77834116,77834207,91,27.8613052368164,42.6259155273438,697,77834904,77834993,89,63.2122192382812,59.61474609375,512,77835505,77835586,81,21.86962890625,84.5983276367187,234,77835820,77835902,82,63.5118103027344,61.6134033203125,42,pin-length-4
77956151,77956263,112,46.8349533081055,39.6278686523437,91,77956354,77956420,66,86.1802978515625,43.625244140625,362,77956782,77956871,89,64.8099822998047,47.6226196289062,68,77956939,77957016,77,92.4715881347656,78.6022338867187,42,pin-length-4
77957775,77957885,110,38.8460464477539,66.6101684570313,65,77957950,77958024,74,71.2011108398437,94.5917358398438,255,77958279,77958309,30,42.8404998779297,46.623291015625,252,77958561,77958626,65,54.5242919921875,71.6068725585938,42,pin-length-4
77959395,77959494,99,50.8294067382812,52.6193237304688,103,77959597,77959662,65,104.155334472656,95.591064453125,264,77959926,77960012,86,43.839111328125,64.6114501953125,188,77960200,77960272,72,93.4701843261719,73.6055297851563,42,pin-length-4
77961032,77961115,83,62.8127593994141,57.6160278320313,399,77961514,77961592,78,71.2011108398437,78.6022338867187,238,77961830,77961933,103,57.8197021484375,76.6035766601563,111,77962044,77962114,70,80.4882202148437,63.6121215820313,42,pin-length-4
77963073,77963180,107,50.8294067382812,53.6187133789062,246,77963426,77963513,87,77.1928100585938,78.6022338867187,510,77964023,77964122,99,62.8127593994141,58.6154174804688,121,77964243,77964323,80,72.4993286132812,92.593017578125,42,pin-length-4
77966481,77966571,90,26.8626937866211,34.6311645507812,227,77966798,77966880,82,53.22607421875,65.6107788085938,705,77967585,77967699,114,43.839111328125,64.6114501953125,100,77967799,77967877,78,53.5256652832031,90.5943603515625,42,pin-length-4
77968715,77968810,95,45.8363418579102,73.6055297851563,142,77968952,77969054,102,64.2108154296875,72.606201171875,218,77969272,77969361,89,56.8210906982422,55.6173706054688,111,77969472,77969536,64,70.5020751953125,73.6055297851563,42,pin-length-4
77970289,77970405,116,59.8169250488281,62.61279296875,127,77970532,77970615,83,54.2246704101563,89.5950317382813,171,77970786,77970840,54,53.8252487182617,60.6140747070313,145,77970985,77971040,55,74.4965515136719,75.604248046875,42,pin-length-4
77972555,77972670,115,50.8294067382812,50.6206665039062,101,77972771,77972837,66,65.20947265625,67.6094970703125,275,77973112,77973196,84,64.8099822998047,60.6140747070313,83,77973279,77973346,67,81.4868469238281,72.606201171875,42,pin-length-4
77977599,77977682,83,39.8446655273437,55.6173706054688,75,77977757,77977840,83,76.1942138671875,73.6055297851563,357,77978197,77978284,87,45.8363418579102,55.6173706054688,101,77978385,77978442,57,66.5076293945313,76.6035766601563,42,pin-length-4
77937638,77937708,70,59.8169250488281,73.6055297851563,644,77938352,77938425,73,80.1886596679688,70.6074829101563,236,77938661,77938735,74,38.8460464477539,61.6134033203125,159,77938894,77938952,58,50.5298156738281,76.6035766601563,42,pin-length-4
77980060,77980155,95,65.8086090087891,81.6002807617187,84,77980239,77980313,74,65.20947265625,62.61279296875,262,77980575,77980639,64,58.8183135986328,50.6206665039062,119,77980758,77980831,73,87.478515625,46.623291015625,42,pin-length-4
192597631,192597721,90,40.8432769775391,51.6199951171875,384,192598105,192598188,83,87.178955078125,64.6114501953125,145,192598333,192598398,65,50.8294067382812,29.6344604492187,125,192598523,192598582,59,66.5076293945313,69.608154296875,42,pin-length-4
192599576,192599642,66,45.8363418579102,48.6219482421875,151,192599793,192599885,92,76.1942138671875,51.6199951171875,109,192599994,192600069,75,63.8113708496094,52.6193237304688,134,192600203,192600277,74,60.5159606933594,77.6029052734375,42,pin-length-4
192601072,192601155,83,73.7975006103516,48.6219482421875,101,192601256,192601339,83,76.1942138671875,69.608154296875,175,192601514,192601598,84,62.8127593994141,66.6101684570313,96,192601694,192601757,63,74.4965515136719,91.5936889648438,42,pin-length-4
192602426,192602498,72,45.8363418579102,60.6140747070313,43,192602541,192602616,75,74.1969604492188,65.6107788085938,178,192602794,192602859,65,82.7850189208984,56.61669921875,92,192602951,192603027,76,74.4965515136719,65.6107788085938,42,pin-length-4
192603779,192603870,91,43.839111328125,45.6239624023438,101,192603971,192604045,74,96.1664428710938,50.6206665039062,228,192604273,192604354,81,46.8349533081055,63.6121215820313,78,192604432,192604499,67,72.4993286132812,93.5924072265625,42,pin-length-4
77941728,77941817,89,46.8349533081055,47.6226196289062,663,77942480,77942585,105,63.2122192382812,57.6160278320313,205,77942790,77942879,89,42.8404998779297,41.6265869140625,134,77943013,77943087,74,47.5339965820313,69.608154296875,42,pin-length-4
77944300,77944399,99,53.8252487182617,54.6180419921875,141,77944540,77944625,85,78.19140625,68.6088256835938,200,77944825,77944907,82,41.8418884277344,55.6173706054688,127,77945034,77945100,66,69.5034790039063,79.6015625,42,pin-length-4
77946683,77946799,116,58.8183135986328,51.6199951171875,116,77946915,77946997,82,71.2011108398437,88.595703125,395,77947392,77947480,88,57.8197021484375,55.6173706054688,112,77947592,77947665,73,58.5187377929688,65.6107788085938,42,pin-length-4
77948400,77948519,119,41.8418884277344,58.6154174804688,159,77948678,77948768,90,74.1969604492188,72.606201171875,366,77949134,77949219,85,34.8516006469727,58.6154174804688,77,77949296,77949353,57,52.5270385742188,71.6068725585938,42,pin-length-4
77950197,77950305,108,59.8169250488281,47.6226196289062,94,77950399,77950480,81,73.1983642578125,51.6199951171875,253,77950733,77950815,82,64.8099822998047,74.6048583984375,92,77950907,77950982,75,49.5312194824219,83.5989379882813,42,pin-length-4
77952131,77952255,124,58.8183135986328,60.6140747070313,98,77952353,77952443,90,59.2177734375,64.6114501953125,353,77952796,77952870,74,49.8307952880859,49.621337890625,92,77952962,77953045,83,52.5270385742188,71.6068725585938,42,pin-length-4
77953932,77954023,91,48.8321838378906,60.6140747070313,324,77954347,77954415,68,46.2357788085938,92.593017578125,187,77954602,77954682,80,60.8155364990234,58.6154174804688,147,77954829,77954900,71,68.5048522949219,82.599609375,42,pin-length-4
17313545,17313640,95,87.5189819335938,89.3985595703125,83,17313723,17313830,107,94.8122100830078,50.4903564453125,217,17314047,17314130,83,69.8353424072266,126.608276367188,151,17314281,17314363,82,106.801116943359,96.470703125,43,pin-length-4
17366230,17366329,99,123.485656738281,107.390869140625,414,17366743,17366831,88,77.8279418945313,70.4818115234375,192,17367023,17367156,133,35.8667907714844,116.612548828125,150,17367306,17367380,74,84.8214569091797,19.503662109375,43,pin-length-4
17367949,17368039,90,128.481018066406,72.40576171875,409,17368448,17368523,75,89.8168334960937,104.46728515625,225,17368748,17368830,82,41.8612365722656,91.6232299804688,184,17369014,17369073,59,78.8270111083984,83.476318359375,43,pin-length-4
17371317,17371397,80,136.4736328125,100.393798828125,161,17371558,17371657,99,52.8510589599609,92.472412109375,191,17371848,17371943,95,73.8316345214844,47.6420288085938,139,17372082,17372141,59,85.8205413818359,31.49853515625,43,pin-length-4
17372984,17373057,73,125.483825683594,84.400634765625,175,17373232,17373316,84,75.8297882080078,78.4783935546875,150,17373466,17373558,92,53.8501434326172,107.616394042969,168,17373726,17373775,49,64.8399658203125,96.470703125,43,pin-length-4
17374453,17374525,72,120.488464355469,92.397216796875,175,17374700,17374792,92,68.8362579345703,74.4801025390625,191,17374983,17375042,59,52.8510589599609,66.6339111328125,157,17375199,17375293,94,78.8270111083984,54.4886474609375,43,pin-length-4
17375879,17375959,80,119.489379882813,63.40966796875,91,17376050,17376142,92,41.8612365722656,45.4925537109375,185,17376327,17376426,99,34.8677215576172,42.6441650390625,159,17376585,17376651,66,60.8436584472656,40.49462890625,43,pin-length-4
17380714,17380785,71,104.503234863281,63.40966796875,183,17380968,17381077,109,56.8473663330078,82.4766845703125,134,17381211,17381334,123,50.8529205322266,94.6219482421875,160,17381494,17381567,73,46.8566131591797,85.4754638671875,43,pin-length-4
17382355,17382434,79,118.490295410156,97.3951416015625,194,17382628,17382728,100,65.8390350341797,52.489501953125,167,17382895,17382994,99,37.8649444580078,86.6253662109375,151,17383145,17383234,89,51.8519897460938,63.48486328125,43,pin-length-4
17383978,17384061,83,122.486572265625,89.3985595703125,159,17384220,17384319,99,76.828857421875,40.49462890625,167,17384486,17384603,117,50.8529205322266,88.62451171875,151,17384754,17384835,81,43.8593902587891,97.4703369140625,43,pin-length-4
17389121,17389213,92,128.481018066406,78.4031982421875,201,17389414,17389496,82,52.8510589599609,71.4814453125,168,17389664,17389763,99,86.8196105957031,127.607849121094,158,17389921,17390013,92,70.8344116210938,129.456665039063,43,pin-length-4
17347061,17347150,89,119.489379882813,87.3994140625,84,17347234,17347316,82,96.8103637695313,62.4852294921875,202,17347518,17347607,89,118.790008544922,44.643310546875,194,17347801,17347890,89,90.81591796875,90.4732666015625,43,pin-length-4
17390767,17390847,80,120.488464355469,57.4122314453125,151,17390998,17391080,82,86.8196105957031,121.460083007813,174,17391254,17391354,100,77.8279418945313,89.6240844726563,184,17391538,17391604,66,46.8566131591797,93.4720458984375,43,pin-length-4
93195138,93195219,81,120.488464355469,78.4031982421875,1735,93196954,93197051,97,85.8205413818359,91.472900390625,152,93197203,93197285,82,53.8501434326172,79.6283569335938,234,93197519,93197619,100,80.8251647949219,49.4908447265625,43,pin-length-4
93200023,93200086,63,130.479187011719,64.4091796875,68,93200154,93200228,74,86.8196105957031,61.4857177734375,151,93200379,93200454,75,40.8621673583984,46.6424560546875,112,93200566,93200613,47,93.8131408691406,55.48828125,43,pin-length-4
93203326,93203396,70,100.506958007813,82.4014892578125,50,93203446,93203512,66,66.8381195068359,94.4715576171875,135,93203647,93203746,99,48.8547668457031,107.616394042969,110,93203856,93203948,92,73.8316345214844,60.486083984375,43,pin-length-4
93204565,93204638,73,128.481018066406,67.407958984375,97,93204735,93204812,77,66.8381195068359,96.470703125,117,93204929,93205004,75,59.8445892333984,122.609985351563,125,93205129,93205180,51,102.804809570313,56.48779296875,43,pin-length-4
93205766,93205822,56,122.486572265625,99.394287109375,1044,93206866,93206923,57,82.8233184814453,83.476318359375,141,93207064,93207123,59,56.8473663330078,103.618103027344,142,93207265,93207338,73,70.8344116210938,63.48486328125,43,pin-length-4
17351788,17351877,89,109.498596191406,60.410888671875,242,17352119,17352209,90,63.8408813476562,110.464721679688,219,17352428,17352526,98,94.8122100830078,108.615966796875,176,17352702,17352768,66,80.8251647949219,67.483154296875,43,pin-length-4
17353596,17353676,80,121.487487792969,111.38916015625,134,17353810,17353918,108,61.8427429199219,77.4788818359375,235,17354153,17354259,106,69.8353424072266,57.6377563476563,210,17354469,17354560,91,91.8149871826172,65.4840087890625,43,pin-length-4
17355221,17355303,82,121.487487792969,84.400634765625,534,17355837,17355952,115,84.8214569091797,130.456176757813,274,17356226,17356361,135,64.8399658203125,116.612548828125,233,17356594,17356687,93,76.828857421875,78.4783935546875,43,pin-length-4
17357329,17357419,90,119.489379882813,95.39599609375,191,17357610,17357726,116,69.8353424072266,77.4788818359375,219,17357945,17358020,75,64.8399658203125,76.629638671875,201,17358221,17358294,73,77.8279418945313,88.47412109375,43,pin-length-4
17359307,17359361,54,96.5106201171875,90.3980712890625,662,17360023,17360105,82,61.8427429199219,71.4814453125,224,17360329,17360439,110,44.8584594726563,77.6292114257813,165,17360604,17360660,56,64.8399658203125,71.4814453125,43,pin-length-4
17363180,17363254,74,115.493041992188,79.40283203125,169,17363423,17363539,116,44.8584594726563,65.4840087890625,209,17363748,17363846,98,61.8427429199219,69.6326293945313,194,17364040,17364099,59,78.8270111083984,20.503173828125,43,pin-length-4
17364775,17364855,80,121.487487792969,80.40234375,184,17365039,17365138,99,58.8455200195313,38.4954833984375,160,17365298,17365407,109,64.8399658203125,69.6326293945313,175,17365582,17365680,98,84.8214569091797,87.474609375,43,pin-length-4
